unique_id,rmortTB,fchild,fadult,felderly,vchild,vadult,velderly,rchild,radult,relderly,pchild,padult,pelderly,ds_n,dr_n,dr_nelderly,ds_nelderly,omega,CDRscale,CDRscaleE,uiscaleC,uiscaleA,uiscaleE,DS_neta,DR_neta,x,e,xi
unit1,0,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.2075,0.154884554692311,0.144016665057279,0.1925,0.010444509927808,0.97,0.6,-0.95,-0.985,-0.9775,0.56,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
unit1,0,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.2075,0.154884554692311,0.144016665057279,0.1925,0.010444509927808,0.97,0.6,-0.95,-0.985,-0.9775,0.56,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
unit1,0,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.2075,0.154884554692311,0.144016665057279,0.1925,0.010444509927808,0.97,0.6,-0.95,-0.985,-0.9775,0.56,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
unit1,0,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.2075,0.154884554692311,0.144016665057279,0.1925,0.010444509927808,0.97,0.6,-0.95,-0.985,-0.9775,0.56,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
unit1,0,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.2075,0.154884554692311,0.144016665057279,0.1925,0.010444509927808,0.97,0.6,-0.95,-0.985,-0.9775,0.56,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
unit1,0,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.2075,0.154884554692311,0.144016665057279,0.1925,0.010444509927808,0.97,0.6,-0.95,-0.985,-0.9775,0.56,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
unit1,0,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.2075,0.154884554692311,0.144016665057279,0.1925,0.010444509927808,0.97,0.6,-0.95,-0.985,-0.9775,0.56,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
unit1,0,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.2075,0.154884554692311,0.144016665057279,0.1925,0.010444509927808,0.97,0.6,-0.95,-0.985,-0.9775,0.56,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
unit1,0,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.2075,0.154884554692311,0.144016665057279,0.1925,0.010444509927808,0.97,0.6,-0.95,-0.985,-0.9775,0.56,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
unit1,0,0.10898068678449,0.73916766654933,0.551206182838229,0.000248394752612,0.000277079882566,0.004267467492203,0.010282296716003,0.011990209849085,0.009936663710047,0.015701895324515,0.155346277126669,0.341915727777034,0.2075,0.154884554692311,0.144016665057279,0.1925,0.010444509927808,0.97,0.6,-0.95,-0.985,-0.9775,0.56,1.85280099569353,0.254092603939772,0.680806117773055,0.010233715966454
